,Model Name,Product URL,Filename,Company,Type,Application,Category Tags,Origin Country,Width (cm),Height (cm)
2351,01-36f6823-02,https://liansenghin.com.sg/product/01-36f6823-02/,01-36f6823-02.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,30,60 
2352,01-cc5015,https://liansenghin.com.sg/product/01-cc5015/,01-cc5015.jpg,Lian Seng Hin,Tiles,Floor,"Single Color, Tiles",China,30,60 
2353,01-agt615527r,https://liansenghin.com.sg/product/01-agt615527r/,01-agt615527r.jpg,Lian Seng Hin,Tiles,Floor,"Tiles, Woodgrain",Indonesia,15,60 
2354,01-carnico-nero-g-36,https://liansenghin.com.sg/product/01-carnico-nero-g-36/,01-carnico-nero-g-36.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,30,60 
2355,03-donna-mo-dec-fa,https://liansenghin.com.sg/product/03-donna-mo-dec-fa/,03-donna-mo-dec-fa.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Fabric, Pattern, Tiles",Spain,20,90 
2356,01-sr351e-anthracite,https://liansenghin.com.sg/product/01-sr351e-anthracite/,01-sr351e-anthracite.jpg,Lian Seng Hin,Tiles,Floor,"Stone, Tiles",Malaysia,30,60 
2357,01-jasper-white,https://liansenghin.com.sg/product/01-jasper-white/,01-jasper-white.jpg,Lian Seng Hin,Tiles,Floor,"Tiles, Woodgrain",Spain,25,90 
2358,01-moritz-camel,https://liansenghin.com.sg/product/01-moritz-camel/,01-moritz-camel.jpg,Lian Seng Hin,Tiles,Floor,"Tiles, Woodgrain",Spain,23,120 
2359,01-pol-berlin-crema-36,https://liansenghin.com.sg/product/01-pol-berlin-crema-36/,01-pol-berlin-crema-36.jpg,Lian Seng Hin,Tiles,Floor,"Marble Look, Stone, Tiles",China,30,60 
2360,03-3414a2,https://liansenghin.com.sg/product/03-3414a2/,03-3414a2.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,30,60 
2361,01-hampton-oak,https://liansenghin.com.sg/product/01-hampton-oak/,01-hampton-oak.jpg,Lian Seng Hin,Tiles,Floor,"Tiles, Woodgrain",Spain,20,120 
2362,05-cf-cotton-brick,https://liansenghin.com.sg/product/05-cf-cotton-brick/,05-cf-cotton-brick.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,Italy,7.5,40 
2363,01-core-decor-warm-60,https://liansenghin.com.sg/product/01-core-decor-warm-60/,01-core-decor-warm-60.jpg,Lian Seng Hin,Tiles,Floor,"Pattern, Tiles",Spain,60,60 
2364,03-ks3410b,https://liansenghin.com.sg/product/03-ks3410b/,03-ks3410b.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,30,60 
2365,01-visual-panna,https://liansenghin.com.sg/product/01-visual-panna/,01-visual-panna.jpg,Lian Seng Hin,Tiles,Floor,"Tiles, Woodgrain",Italy,15,60 
2366,03-33616b,https://liansenghin.com.sg/product/03-33616b/,03-33616b.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",China,30,60 
2367,03-8024a,https://liansenghin.com.sg/product/03-8024a/,03-8024a.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",China,30,90 
2368,05-bs-piscina-12,https://liansenghin.com.sg/product/05-bs-piscina-12/,05-bs-piscina-12.jpg,Lian Seng Hin,Tiles,Floor,"Subway, Tiles",Spain,10,20 
2369,01-agt635492r,https://liansenghin.com.sg/product/01-agt635492r/,01-agt635492r.jpg,Lian Seng Hin,Tiles,Floor,"Pattern, Stone, Tiles",Indonesia,30,60 
2370,03-mar62-36,https://liansenghin.com.sg/product/03-mar62-36/,03-mar62-36.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",China,30,60 
2371,301-nat-bocc-black,https://liansenghin.com.sg/product/301-nat-bocc-black/,301-nat-bocc-black.jpg,Lian Seng Hin,Tiles,Floor,"Stone, Tiles",Italy,30,60 
2372,01-artdeco,https://liansenghin.com.sg/product/01-artdeco/,01-artdeco.jpg,Lian Seng Hin,Tiles,Floor,"Hexagon, Pattern, Tiles",Spain,HEXAGON,
2373,08-soria-acero,https://liansenghin.com.sg/product/08-soria-acero/,08-soria-acero.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",Spain,20,20 
2374,01-ipad6312356-36,https://liansenghin.com.sg/product/01-ipad6312356-36/,01-ipad6312356-36.jpg,Lian Seng Hin,Tiles,Floor,"Marble Look, Tiles",China,30,60 
2375,03-concept-white,https://liansenghin.com.sg/product/03-concept-white/,03-concept-white.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",Spain,25,75 
2376,03-3263b,https://liansenghin.com.sg/product/03-3263b/,03-3263b.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",China,30,60 
2377,01-ash-stone,https://liansenghin.com.sg/product/01-ash-stone/,01-ash-stone.jpg,Lian Seng Hin,Tiles,Floor,"Stone, Tiles",Italy,30,60 
2378,01-sahara-red-r,https://liansenghin.com.sg/product/01-sahara-red-r/,01-sahara-red-r.jpg,Lian Seng Hin,Tiles,Floor,"Stone, Thick Tile, Tiles",China,60,60 
2379,101-gla63s00-graphite-str,https://liansenghin.com.sg/product/101-gla63s00-graphite-str/,101-gla63s00-graphite-str.jpg,Lian Seng Hin,Tiles,Floor,"Negative ION, Stone, Tiles",Malaysia,30,60 
2380,03-mbp07546,https://liansenghin.com.sg/product/03-mbp07546/,03-mbp07546.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",China,30,45 
2381,01-t815180-01,https://liansenghin.com.sg/product/01-t815180-01/,01-t815180-01.jpg,Lian Seng Hin,Tiles,Floor,"Tiles, Woodgrain",China,15,80 
2382,01-c06120m,https://liansenghin.com.sg/product/01-c06120m/,01-c06120m.jpg,Lian Seng Hin,Tiles,Floor,"Stone, Tiles",China,60,60 
2383,01-ifu26ash,https://liansenghin.com.sg/product/01-ifu26ash/,01-ifu26ash.jpg,Lian Seng Hin,Tiles,Floor,"Stone, Tiles",China,20,60 
2384,03-ks360922a,https://liansenghin.com.sg/product/03-ks360922a/,03-ks360922a.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,30,60 
2385,03-ks3627a,https://liansenghin.com.sg/product/03-ks3627a/,03-ks3627a.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,30,60 
2386,01-y2w6122627b,https://liansenghin.com.sg/product/01-y2w6122627b/,01-y2w6122627b.jpg,Lian Seng Hin,Tiles,Floor,"Tiles, Woodgrain",China,20,120 
2387,01-y1w61098b,https://liansenghin.com.sg/product/01-y1w61098b/,01-y1w61098b.jpg,Lian Seng Hin,Tiles,Floor,"Tiles, Woodgrain",China,15,60 
2388,03-1w63856r,https://liansenghin.com.sg/product/03-1w63856r/,03-1w63856r.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",Indonesia,30,60 
2389,08-aga-cua-naranja,https://liansenghin.com.sg/product/08-aga-cua-naranja/,08-aga-cua-naranja.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",Spain,20,20 
2390,01-marne-roble-mate,https://liansenghin.com.sg/product/01-marne-roble-mate/,01-marne-roble-mate.jpg,Lian Seng Hin,Tiles,Floor,"Tiles, Woodgrain",Spain,15,90 
2391,01-tq3608-36,https://liansenghin.com.sg/product/01-tq3608-36/,01-tq3608-36.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,30,60 
2392,01-btr189150,https://liansenghin.com.sg/product/01-btr189150/,01-btr189150.jpg,Lian Seng Hin,Tiles,Floor,"Stone, Tiles",China,90,180 
2393,03-k36625c,https://liansenghin.com.sg/product/03-k36625c/,03-k36625c.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",China,30,60 
2394,05-y1a02001,https://liansenghin.com.sg/product/05-y1a02001/,05-y1a02001.jpg,Lian Seng Hin,Tiles,Floor,"Subway, Tiles",China,10,20 
2395,01-cs9018as-p,https://liansenghin.com.sg/product/01-cs9018as-p/,01-cs9018as-p.jpg,Lian Seng Hin,Tiles,Floor,"Marble Look, Tiles",China,90,90 
2396,08-almostsquare-blue,https://liansenghin.com.sg/product/08-almostsquare-blue/,08-almostsquare-blue.jpg,Lian Seng Hin,Tiles,Floor,"Pattern, Tiles",Portugal,20,20 
2397,03-3214a,https://liansenghin.com.sg/product/03-3214a/,03-3214a.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",China,30,60 
2398,01-ylh63mr02c,https://liansenghin.com.sg/product/01-ylh63mr02c/,01-ylh63mr02c.jpg,Lian Seng Hin,Tiles,Floor,"Stone, Tiles",Malaysia,30,60 
2399,05-negro-liso-brillo,https://liansenghin.com.sg/product/05-negro-liso-brillo/,05-negro-liso-brillo.jpg,Lian Seng Hin,Tiles,Floor,"Single Color, Subway, Tiles",Spain,10,30 
2400,01-gt3650n,https://liansenghin.com.sg/product/01-gt3650n/,01-gt3650n.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,30,60 
2401,09-lepic,https://liansenghin.com.sg/product/09-lepic/,09-lepic.jpg,Lian Seng Hin,Tiles,Floor,"Pattern, Tiles",Spain,25,25 
2402,06-empire,https://liansenghin.com.sg/product/06-empire/,06-empire.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,Spain,15,15 
2403,01-63p025-p,https://liansenghin.com.sg/product/01-63p025-p/,01-63p025-p.jpg,Lian Seng Hin,Tiles,Floor,"Marble Look, Tiles",China,60,60 
2404,01-tholos-white-pol,https://liansenghin.com.sg/product/01-tholos-white-pol/,01-tholos-white-pol.jpg,Lian Seng Hin,Tiles,Floor,"Marble Look, Stone, Tiles",Spain,60,120 
2405,01-f6622,https://liansenghin.com.sg/product/01-f6622/,01-f6622.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,60,60 
2406,03-ks3410c,https://liansenghin.com.sg/product/03-ks3410c/,03-ks3410c.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,30,60 
2407,01-jp-petra-grigia,https://liansenghin.com.sg/product/01-jp-petra-grigia/,01-jp-petra-grigia.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,Italy,60,60 
2408,01-jh12011,https://liansenghin.com.sg/product/01-jh12011/,01-jh12011.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,60,120 
2409,03-33616c,https://liansenghin.com.sg/product/03-33616c/,03-33616c.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",China,30,60 
2410,03-tegel-menhir-taupe,https://liansenghin.com.sg/product/03-tegel-menhir-taupe/,03-tegel-menhir-taupe.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",Spain,30,90 
2411,01-manor-grey-ret,https://liansenghin.com.sg/product/01-manor-grey-ret/,01-manor-grey-ret.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,Italy,60,60 
2412,03-gc-36p3075h,https://liansenghin.com.sg/product/03-gc-36p3075h/,03-gc-36p3075h.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,30,60 
2413,01-bm60ta03gb,https://liansenghin.com.sg/product/01-bm60ta03gb/,01-bm60ta03gb.jpg,Lian Seng Hin,Tiles,Floor,"Cement, Stone, Tiles",China,60,60 
2414,03-houston-marrone,https://liansenghin.com.sg/product/03-houston-marrone/,03-houston-marrone.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",Spain,30,90 
2415,01-venato-select-120,https://liansenghin.com.sg/product/01-venato-select-120/,01-venato-select-120.jpg,Lian Seng Hin,Tiles,Floor,"Marble Look, Stone, Tiles",Italy,60,120 
2416,08-funflowers-lime,https://liansenghin.com.sg/product/08-funflowers-lime/,08-funflowers-lime.jpg,Lian Seng Hin,Tiles,Floor,"Pattern, Tiles",Portugal,20,20 
2417,03-icon-taupe,https://liansenghin.com.sg/product/03-icon-taupe/,03-icon-taupe.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",Spain,30,90 
2418,01-canyon-ash-36,https://liansenghin.com.sg/product/01-canyon-ash-36/,01-canyon-ash-36.jpg,Lian Seng Hin,Tiles,Floor,"Stone, Tiles",China,30,60 
2419,01-ibiza-noce-m-60,https://liansenghin.com.sg/product/01-ibiza-noce-m-60/,01-ibiza-noce-m-60.jpg,Lian Seng Hin,Tiles,Floor,"Stone, Tiles",China,60,60 
2420,03-wr63mhs00,https://liansenghin.com.sg/product/03-wr63mhs00/,03-wr63mhs00.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",China,30,60 
2421,05-lego-ash,https://liansenghin.com.sg/product/05-lego-ash/,05-lego-ash.jpg,Lian Seng Hin,Tiles,Floor,"Subway, Tiles",China,7.50,30 
2422,01-cc5028,https://liansenghin.com.sg/product/01-cc5028/,01-cc5028.jpg,Lian Seng Hin,Tiles,Floor,"Single Color, Tiles",China,30,60 
2423,01-icaro-musk-pulido,https://liansenghin.com.sg/product/01-icaro-musk-pulido/,01-icaro-musk-pulido.jpg,Lian Seng Hin,Tiles,Floor,"Stone, Tiles",Spain,60,120 
2424,01-sp18pht38t-p,https://liansenghin.com.sg/product/01-sp18pht38t-p/,01-sp18pht38t-p.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,90,180 
2425,01-cc5014,https://liansenghin.com.sg/product/01-cc5014/,01-cc5014.jpg,Lian Seng Hin,Tiles,Floor,"Single Color, Tiles",China,30,60 
2426,01-ardezya-grey,https://liansenghin.com.sg/product/01-ardezya-grey/,01-ardezya-grey.jpg,Lian Seng Hin,Tiles,Floor,"Stone, Tiles",Turkey,30,60 
2427,01-gt03-beige,https://liansenghin.com.sg/product/01-gt03-beige/,01-gt03-beige.jpg,Lian Seng Hin,Tiles,Floor,"Single Color, Tiles",China,30,30 
2428,03-38871b,https://liansenghin.com.sg/product/03-38871b/,03-38871b.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",China,30,60 
2429,03-gc-36p3063h,https://liansenghin.com.sg/product/03-gc-36p3063h/,03-gc-36p3063h.jpg,Lian Seng Hin,Tiles,Floor,Uncategorized,China,30,60 
2430,01-m15910,https://liansenghin.com.sg/product/01-m15910/,01-m15910.jpg,Lian Seng Hin,Tiles,Floor,"Tiles, Woodgrain",China,15,90 
2431,01-ohio-jet-taupe,https://liansenghin.com.sg/product/01-ohio-jet-taupe/,01-ohio-jet-taupe.jpg,Lian Seng Hin,Tiles,Floor,"Tiles, Woodgrain",Spain,15,90 
2432,01-3d-calacatta-gold,https://liansenghin.com.sg/product/01-3d-calacatta-gold/,01-3d-calacatta-gold.jpg,Lian Seng Hin,Tiles,Floor,"Marble Look, Pattern, Stone, Tiles",Italy,15,60 
2433,01-comfort-s-white-36,https://liansenghin.com.sg/product/01-comfort-s-white-36/,01-comfort-s-white-36.jpg,Lian Seng Hin,Tiles,Floor,"Stone, Tiles",Italy,30,60 
2434,01-pd6001-d1,https://liansenghin.com.sg/product/01-pd6001-d1/,01-pd6001-d1.jpg,Lian Seng Hin,Tiles,Floor,"Cement, Tiles",China,60,60 
2435,08-hologram,https://liansenghin.com.sg/product/08-hologram/,08-hologram.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Pattern, Tiles",Spain,20,20 
2436,03-y319a,https://liansenghin.com.sg/product/03-y319a/,03-y319a.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Tiles",China,30,60 
2437,01-gr80094rm-matt,https://liansenghin.com.sg/product/01-gr80094rm-matt/,01-gr80094rm-matt.jpg,Lian Seng Hin,Tiles,Floor,"Marble Look, Stone, Tiles",China,80,80 
2438,03-1w63521,https://liansenghin.com.sg/product/03-1w63521/,03-1w63521.jpg,Lian Seng Hin,Tiles,Floor,"Ceramic Wall, Stone, Tiles",Indonesia,30,60 
2439,01-galia-haya,https://liansenghin.com.sg/product/01-galia-haya/,01-galia-haya.jpg,Lian Seng Hin,Tiles,Floor,"Tiles, Woodgrain",Spain,20,75 
